WnvPresent,Tavg,DewPoint,PrecipTotal,StnPressure,AvgSpeed,Rain,Mist,Dust,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,low_risk,medium_risk,high_risk,very_high_risk,mth_7,mth_8,mth_9,mth_10
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,71,59,0.0,29.22,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
