WnvPresent,Tavg,DewPoint,PrecipTotal,StnPressure,AvgSpeed,Rain,Mist,Dust,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,low_risk,medium_risk,high_risk,very_high_risk,DewPoint very_high_risk,Tavg very_high_risk,DewPoint CULEX PIPIENS,StnPressure very_high_risk,DewPoint StnPressure,Tavg DewPoint,mth_7,mth_8,mth_9,mth_10
0,79,60,0.0,29.27,6.7,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,0,1,60.0,79.0,0.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,1,60.0,79.0,0.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,1,0,0,0,0,0,0,0,0,1,60.0,79.0,60.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,0,1,0,0,0,0,0,0,1,60.0,79.0,0.0,29.27,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,0,1,60.0,79.0,0.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,0,1,0,0,0,0,0,0,1,60.0,79.0,0.0,29.27,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,1,0,0,0,0,0,0,0,1,60.0,79.0,0.0,29.27,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,1,0,0,0,0,0,0,0,0,1,60.0,79.0,60.0,29.27,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,60.0,0.0,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,1,0,0,0,0,0,0,0,0,1,60.0,79.0,60.0,29.33,1759.8,4740.0,1,0,0,0
0,85,70,0.14,29.23,8.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,70.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,70.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,60.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,60.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,1,60.0,79.0,0.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,1,0,0,0,0,0,0,0,0,1,60.0,79.0,60.0,29.27,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,1,0,0,0,0,0,0,0,0,1,60.0,79.0,60.0,29.27,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,60.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,60.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,0,1,60.0,79.0,0.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,1,60.0,79.0,0.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,79,60,0.0,29.33,6.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,60.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,0,1,60.0,79.0,0.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,60.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,60.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,60.0,0.0,1759.8,4740.0,1,0,0,0
0,80,70,0.13,29.18,8.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2042.6,5600.0,1,0,0,0
0,80,70,0.13,29.18,8.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2042.6,5600.0,1,0,0,0
0,80,70,0.13,29.18,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,70.0,0.0,2042.6,5600.0,1,0,0,0
0,80,70,0.13,29.18,8.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2042.6,5600.0,1,0,0,0
0,80,70,0.13,29.18,8.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2042.6,5600.0,1,0,0,0
0,80,70,0.13,29.18,8.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,70.0,0.0,2042.6,5600.0,1,0,0,0
0,80,70,0.13,29.18,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,70.0,0.0,2042.6,5600.0,1,0,0,0
0,80,70,0.13,29.18,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2042.6,5600.0,1,0,0,0
0,80,70,0.13,29.18,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2042.6,5600.0,1,0,0,0
0,80,70,0.13,29.18,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2042.6,5600.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,0,0,0,1,0,0,0,1,60.0,79.0,0.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,1,60.0,79.0,0.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,0,1,0,0,0,0,0,0,1,60.0,79.0,0.0,29.27,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,1,0,0,0,0,0,0,0,1,60.0,79.0,0.0,29.27,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,1,0,0,0,0,0,0,0,0,1,60.0,79.0,60.0,29.27,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,0,1,0,0,0,0,0,0,1,60.0,79.0,0.0,29.27,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.27,6.7,0,0,0,0,1,0,0,0,0,0,0,0,1,60.0,79.0,0.0,29.27,1756.2,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,60.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,0,1,60.0,79.0,0.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,1,60.0,79.0,0.0,29.33,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,79,60,0.0,29.33,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1759.8,4740.0,1,0,0,0
0,80,70,0.13,29.18,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,70.0,80.0,0.0,29.18,2042.6,5600.0,1,0,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,70.0,79.0,70.0,29.18,2042.6,5530.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,70.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2042.6,5530.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2042.6,5530.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,70.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,0,0,0,1,70.0,85.0,0.0,29.23,2046.1000000000001,5950.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,0,0,1,0,0,0,0,0,0,1,70.0,79.0,0.0,29.18,2042.6,5530.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,70.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2042.6,5530.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2042.6,5530.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,70.0,0.0,2042.6,5530.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,0,0,1,0,0,0,0,0,0,1,70.0,79.0,0.0,29.18,2042.6,5530.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,0,1,0,0,0,0,0,0,0,1,70.0,79.0,0.0,29.18,2042.6,5530.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,70.0,79.0,70.0,29.18,2042.6,5530.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2042.6,5530.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,0,1,0,0,0,0,0,0,0,1,70.0,79.0,0.0,29.18,2042.6,5530.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2042.6,5530.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,0,1,0,0,0,0,0,0,1,70.0,85.0,0.0,29.23,2046.1000000000001,5950.0,0,1,0,0
0,79,70,1.55,29.18,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,70.0,79.0,70.0,29.18,2042.6,5530.0,0,1,0,0
0,85,70,0.14,29.23,8.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2046.1000000000001,5950.0,0,1,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1961.76,5293.0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,69.0,0.0,2024.46,5520.0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,2024.46,5520.0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2024.46,5520.0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,0,1,0,0
