WnvPresent,Tavg,DewPoint,PrecipTotal,StnPressure,AvgSpeed,Rain,Mist,Dust,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,low_risk,medium_risk,high_risk,very_high_risk,DewPoint very_high_risk,Tavg very_high_risk,DewPoint CULEX PIPIENS,StnPressure very_high_risk,DewPoint StnPressure,Tavg DewPoint,mth_7,mth_8,mth_9,mth_10
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,1,69.0,80.0,0.0,29.34,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,1,69.0,80.0,0.0,29.34,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,0,0,1,69.0,80.0,69.0,29.34,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,0,1,0,0,0,0,0,0,1,67.0,79.0,0.0,29.28,1961.76,5293.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,1,69.0,80.0,0.0,29.34,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,0,1,0,0,0,0,0,0,1,67.0,79.0,0.0,29.28,1961.76,5293.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,1,0,0,0,0,0,0,0,1,67.0,79.0,0.0,29.28,1961.76,5293.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,1,0,0,0,0,0,0,0,0,1,67.0,79.0,67.0,29.28,1961.76,5293.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1961.76,5293.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,67.0,0.0,1961.76,5293.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,0,0,1,69.0,80.0,69.0,29.34,2024.46,5520.0,1,0,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,68.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,68.0,0.0,1989.68,5236.0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,69.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,69.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,1,69.0,80.0,0.0,29.34,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,1,0,0,0,0,0,0,0,0,1,67.0,79.0,67.0,29.28,1961.76,5293.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,1,0,0,0,0,0,0,0,0,1,67.0,79.0,67.0,29.28,1961.76,5293.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,69.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,69.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,1,69.0,80.0,0.0,29.34,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,1,69.0,80.0,0.0,29.34,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,69.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,1,69.0,80.0,0.0,29.34,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1961.76,5293.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,69.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,69.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,69.0,0.0,2024.46,5520.0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1959.75,5494.0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1959.75,5494.0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,67.0,0.0,1959.75,5494.0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1959.75,5494.0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1959.75,5494.0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,67.0,0.0,1959.75,5494.0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,67.0,0.0,1959.75,5494.0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1959.75,5494.0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1959.75,5494.0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1959.75,5494.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,0,0,0,1,0,0,0,1,69.0,80.0,0.0,29.34,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,1,69.0,80.0,0.0,29.34,2024.46,5520.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,0,1,0,0,0,0,0,0,1,67.0,79.0,0.0,29.28,1961.76,5293.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,1,0,0,0,0,0,0,0,1,67.0,79.0,0.0,29.28,1961.76,5293.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,1,0,0,0,0,0,0,0,0,1,67.0,79.0,67.0,29.28,1961.76,5293.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1961.76,5293.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1961.76,5293.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,0,1,0,0,0,0,0,0,1,67.0,79.0,0.0,29.28,1961.76,5293.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,79,67,0.7,29.28,5.9,0,1,0,0,1,0,0,0,0,0,0,0,1,67.0,79.0,0.0,29.28,1961.76,5293.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,69.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,1,69.0,80.0,0.0,29.34,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,1,69.0,80.0,0.0,29.34,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,80,69,0.36,29.34,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024.46,5520.0,1,0,0,0
0,82,67,0.01,29.25,6.1,0,0,0,0,1,0,0,0,0,0,0,0,1,67.0,82.0,0.0,29.25,1959.75,5494.0,1,0,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,1,0,0,0,0,0,0,0,0,1,68.0,76.0,68.0,29.21,1986.28,5168.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,68.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,68.0,0.0,1989.68,5236.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1986.28,5168.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1986.28,5168.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,68.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,68.0,77.0,0.0,29.26,1989.68,5236.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,0,0,0,1,68.0,76.0,0.0,29.21,1986.28,5168.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,68.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1986.28,5168.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1986.28,5168.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,68.0,0.0,1986.28,5168.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,0,1,0,0,0,0,0,0,1,68.0,76.0,0.0,29.21,1986.28,5168.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,0,1,68.0,76.0,0.0,29.21,1986.28,5168.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,1,0,0,0,0,0,0,0,0,1,68.0,76.0,68.0,29.21,1986.28,5168.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1986.28,5168.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,0,1,68.0,76.0,0.0,29.21,1986.28,5168.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1986.28,5168.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,68.0,77.0,0.0,29.26,1989.68,5236.0,0,1,0,0
0,76,68,0.0,29.21,5.5,1,0,0,1,0,0,0,0,0,0,0,0,1,68.0,76.0,68.0,29.21,1986.28,5168.0,0,1,0,0
0,77,68,0.0,29.26,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1989.68,5236.0,0,1,0,0
0,71,59,0.0,29.22,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1723.98,4189.0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1668.96,4218.0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1668.96,4218.0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1668.96,4218.0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1668.96,4218.0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1668.96,4218.0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,57.0,0.0,1668.96,4218.0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1668.96,4218.0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1668.96,4218.0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1668.96,4218.0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1668.96,4218.0,0,1,0,0
0,74,57,0.0,29.28,8.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,57.0,0.0,1668.96,4218.0,0,1,0,0
